sample_id,video_id,clip_id,text,label_class,label_int,label_intensity,sequence_length,text_missing,face_detection_rate,decoded_audio_duration_sec,decoded_video_duration_sec,source_path
-egA8-b7-3M$_$17,-egA8-b7-3M,17,"As you have more experience, you have more times exhibiting, you get to know more people.",Positive,2,0.3333333432674408,16,False,0.9863013698630136,7.09525,7.266666666666667,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/17.mp4
-egA8-b7-3M$_$18,-egA8-b7-3M,18,It becomes easier at each one of these conferences to connect with people that you've met or that you're doing business with.,Positive,2,1.0,22,False,0.9404761904761905,8.26575,8.366666666666667,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/18.mp4
-egA8-b7-3M$_$16,-egA8-b7-3M,16,"Third, another big benefit of exhibiting is connecting with existing clients.",Positive,2,0.6666666865348816,11,False,0.875,5.483,5.533333333333333,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/16.mp4
-egA8-b7-3M$_$13,-egA8-b7-3M,13,"What are you doing that's different?"" They always want an answer.",Positive,2,0.3333333432674408,11,False,0.8095238095238095,4.023875,4.166666666666667,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/13.mp4
-egA8-b7-3M$_$1,-egA8-b7-3M,1,I started a successful Legal Nurse Consulting Business in 1989. I mentor nurses who want to become Legal Nurse Consultants.,Positive,2,0.6666666865348816,20,False,0.8349514563106796,10.15625,10.233333333333333,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/1.mp4
-egA8-b7-3M$_$6,-egA8-b7-3M,6,First exhibiting is a wonderful opportunity to network with other legal vendors.,Positive,2,0.6666666865348816,12,False,0.7936507936507936,6.183125,6.233333333333333,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/6.mp4
-egA8-b7-3M$_$9,-egA8-b7-3M,9,"Secondly, another goal of exhibiting  is building your company image.",Positive,2,0.3333333432674408,10,False,0.9411764705882353,4.936125,5.066666666666666,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/9.mp4
-egA8-b7-3M$_$20,-egA8-b7-3M,20,"Now you've got a face that you can connect with a voice, and that makes you closer to that client.",Positive,2,0.3333333432674408,20,False,0.9090909090909091,6.4744375,6.633333333333333,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/20.mp4
-iRBcNs9oI8$_$3,-iRBcNs9oI8,3,"Well, it is the secret of power pose",Positive,2,0.6666666865348816,8,False,0.0,5.53825,5.6056,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-iRBcNs9oI8/3.mp4
-iRBcNs9oI8$_$7,-iRBcNs9oI8,7,"Well, for starters, let's look at the word ""power""",Positive,2,0.6666666865348816,9,False,0.0,4.00575,4.070733333333333,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-iRBcNs9oI8/7.mp4
-iRBcNs9oI8$_$6,-iRBcNs9oI8,6,What is a power pose,Positive,2,0.3333333432674408,5,False,0.0,2.8204375,2.8695333333333335,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-iRBcNs9oI8/6.mp4
-iRBcNs9oI8$_$9,-iRBcNs9oI8,9,Power is similar to strength,Positive,2,1.3333333730697632,5,False,0.0,3.3740625,3.4034,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-iRBcNs9oI8/9.mp4
-iRBcNs9oI8$_$8,-iRBcNs9oI8,8,"I've drawn this man here, and if you can tell, he has a lot of big muscles, he looks very strong",Positive,2,1.0,21,False,0.0,8.0260625,8.074733333333333,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-iRBcNs9oI8/8.mp4
-lzEya4AM_4$_$5,-lzEya4AM_4,5,"If it falls into oh any of those three categories, inducing nausea and vomiting would be your next step.",Negative,0,-0.6666666865348816,19,False,0.012987012987012988,7.56975,7.666666666666667,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-lzEya4AM_4/5.mp4
-lzEya4AM_4$_$6,-lzEya4AM_4,6,"If the product or poison is some type of petroleum product or corrosive product, you would not attempt to induce vomiting and nausea, as as the product burned on the way down it could cause damage and burning on the way back up.",Negative,0,-0.3333333432674408,43,False,0.527027027027027,14.740375,14.766666666666666,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-lzEya4AM_4/6.mp4
-mJ2ud6oKI8$_$1,-mJ2ud6oKI8,1,There are a dozen or more hands on techniques that we can do,Neutral,1,0.0,13,False,0.0,6.0545625,6.072733333333334,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-mJ2ud6oKI8/1.mp4
-mJ2ud6oKI8$_$2,-mJ2ud6oKI8,2,So physical therapists and chiropractors will do joint manipulations and mobilizations,Neutral,1,0.0,11,False,0.0,5.7016875,5.7057,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-mJ2ud6oKI8/2.mp4
-mJ2ud6oKI8$_$6,-mJ2ud6oKI8,6,They are all very safe,Positive,2,0.3333333432674408,5,False,1.0,2.228125,2.2355666666666667,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-mJ2ud6oKI8/6.mp4
-mJ2ud6oKI8$_$9,-mJ2ud6oKI8,9,"It's safe and the person will feel better later on, but it's sort of like flossing your teeth for the first time",Neutral,1,0.0,22,False,0.9857142857142858,6.9088125,7.007,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-mJ2ud6oKI8/9.mp4
-mJ2ud6oKI8$_$8,-mJ2ud6oKI8,8,Sometimes we have to stretch that joint that is already irritated,Negative,0,-0.3333333432674408,11,False,1.0,4.171375,4.170833333333333,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-mJ2ud6oKI8/8.mp4
-mqbVkbCndg$_$0,-mqbVkbCndg,0,"How, at a particular moment in time—our moment in time—are they limited",Neutral,1,0.0,12,False,0.9230769230769231,6.3855,6.5,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-mqbVkbCndg/0.mp4
-t217m2on-s$_$2,-t217m2on-s,2,"But a good thing to do is yawning, chewing gum is effective.",Positive,2,0.6666666865348816,12,False,0.6842105263157895,5.6301875,5.666666666666667,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-t217m2on-s/2.mp4
-t217m2on-s$_$7,-t217m2on-s,7,"If you find that your ears consistently do this and you can't pop them often, you'll definitely need to see a physician regarding those things, it could be something more of a nasal infection or a sinus infection that he would need to deal with.",Negative,0,-0.6666666865348816,45,False,0.6918604651162791,17.026375,17.166666666666668,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-t217m2on-s/7.mp4
-tANM6ETl_M$_$3,-tANM6ETl_M,3,"The first place is either you have a prospect, or a customer who's never done it before, or they've never tried it.",Positive,2,0.3333333432674408,22,False,0.13432835820895522,6.603625,6.733333333333333,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-tANM6ETl_M/3.mp4
-tPCytz4rww$_$11,-tPCytz4rww,11,"Make sure that your using comps that are not larger, no larger than twelve hundred square feet.",Neutral,1,0.0,17,False,0.9818181818181818,5.378625,5.466666666666667,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-tPCytz4rww/11.mp4
-tPCytz4rww$_$10,-tPCytz4rww,10,Say twenty percent so if you've got a thousand square foot condo.,Neutral,1,0.0,12,False,0.875,4.6788125,4.766666666666667,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-tPCytz4rww/10.mp4
-tPCytz4rww$_$12,-tPCytz4rww,12,"No less than eight hundred squire feet and going to similar in, similar with bedrooms and bathrooms as well and hopefully the complexes have similar amenities.",Neutral,1,0.0,26,False,0.9915254237288136,11.73625,11.833333333333334,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-tPCytz4rww/12.mp4
-tPCytz4rww$_$16,-tPCytz4rww,16,So make sure to get a through or to do a through cleaning of the property.,Neutral,1,0.0,16,False,0.9166666666666666,7.1391875,7.2,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-tPCytz4rww/16.mp4
-tPCytz4rww$_$18,-tPCytz4rww,18,Do so and as well you'll also want to remove any clutter from that you've accumulated.,Neutral,1,0.0,16,False,0.9701492537313433,6.5688125,6.633333333333333,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-tPCytz4rww/18.mp4
-vxjVxOeScU$_$4,-vxjVxOeScU,4,"You're going to talk about their life, their marriage and usually how amazing it is that they've stayed together this long.",Positive,2,1.0,21,False,0.9010989010989011,9.0370625,9.1,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-vxjVxOeScU/4.mp4
-wMB_hJL-3o$_$7,-wMB_hJL-3o,7,So if you have a loved one who is depressed those are some of the things that you should think about doing.,Positive,2,0.3333333432674408,22,False,0.9344262295081968,5.975625,6.033333333333333,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wMB_hJL-3o/7.mp4
-wny0OAz3g8$_$1,-wny0OAz3g8,1,"And because they couldn’t join unions, many Black workers couldn’t get manufacturing or trade work – which paid much better than service work",Positive,2,0.3333333432674408,23,False,0.18840579710144928,6.7765625,6.833333333333333,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/1.mp4
-wny0OAz3g8$_$0,-wny0OAz3g8,0,trade labor unions didn’t allow Black workers to join,Positive,2,0.3333333432674408,9,False,0.5882352941176471,3.2740625,3.333333333333333,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/0.mp4
-wny0OAz3g8$_$3,-wny0OAz3g8,3,Which then allowed the white workers and unions to justify their decision to not allow black workers into their union,Negative,0,-1.3333333730697632,20,False,0.41935483870967744,6.099875,6.133333333333333,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/3.mp4
-wny0OAz3g8$_$2,-wny0OAz3g8,2,"And because they couldn’t get these jobs, Black communities had more men out of work, higher rates of poverty, and more criminal behavior",Negative,0,-0.3333333432674408,23,False,0.6716417910447762,6.52275,6.666666666666667,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/2.mp4
-wny0OAz3g8$_$5,-wny0OAz3g8,5,"This is what’s now known as racial formation theory, a theory formalized by modern sociologists Michael Omi and Howard Winant",Positive,2,1.0,20,False,0.2608695652173913,6.7414375,6.8999999999999995,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/5.mp4
-wny0OAz3g8$_$7,-wny0OAz3g8,7,Omi and Winant argue that the concept of race came about as a tool to justify and maintain the economic and political power held by those of European descent,Neutral,1,0.0,29,False,0.35802469135802467,7.9105,8.066666666666666,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/7.mp4
-wny0OAz3g8$_$9,-wny0OAz3g8,9,"He explores why Black and White Americans tend to have such different outcomes in terms of income, education, and more",Positive,2,0.6666666865348816,20,False,0.5645161290322581,6.0435,6.2,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/9.mp4
-571d8cVauQ$_$0,-571d8cVauQ,0,"This is Rhett Reiger, White Caspian Studios on behalf of Expert Village.",Neutral,1,0.0,12,False,0.7884615384615384,4.9923125,5.166666666666667,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-571d8cVauQ/0.mp4
-571d8cVauQ$_$5,-571d8cVauQ,5,"So very important to go out to the locations, walk around, talk with the owners if you can, tell them what you're doing, build a little excitement, put a little glitz on there and let everybody knows this is a very valuable spot.",Positive,2,0.3333333432674408,43,False,0.934640522875817,15.1153125,15.266666666666666,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-571d8cVauQ/5.mp4
-I_e4mIh0yE$_$1,-I_e4mIh0yE,1,In the United States we don't punish failure to the degree to which failure is punished in Europe.,Negative,0,-0.6666666865348816,18,False,1.0,7.4443125,7.6,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-I_e4mIh0yE/1.mp4
-I_e4mIh0yE$_$3,-I_e4mIh0yE,3,"It's perceived that you have actually learned something, over the course of your carreer, and that you won't make the mistake twice.",Positive,2,0.6666666865348816,22,False,1.0,8.9944375,9.133333333333333,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-I_e4mIh0yE/3.mp4
-UacrmKiTn4$_$10,-UacrmKiTn4,10,"Because, if they are not in any way held accountable for reading the material they won't do it.",Negative,0,-0.6666666865348816,18,False,1.0,7.2420625,7.333333333333333,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-UacrmKiTn4/10.mp4
-UacrmKiTn4$_$4,-UacrmKiTn4,4,Just given to their own devices they are not going to read the textbook.,Negative,0,-1.3333333730697632,14,False,1.0,4.6819375,4.733333333333333,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-UacrmKiTn4/4.mp4
-hnBHBN8p5A$_$7,-hnBHBN8p5A,7,"Picture this, before we actually start hacking, we’re in a room formal setting",Positive,2,0.6666666865348816,13,False,0.0,7.308625,7.3406666666666665,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-hnBHBN8p5A/7.mp4
-hnBHBN8p5A$_$6,-hnBHBN8p5A,6,"Discussion, how to discuss ideas and opinions more effectively than a native speaker",Positive,2,1.0,13,False,0.0784313725490196,6.3328125,6.381366666666667,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-hnBHBN8p5A/6.mp4
-qDkUB0GgYY$_$6,-qDkUB0GgYY,6,"We always love to hear what you say, and like and share this video as well.",Positive,2,1.3333333730697632,16,False,1.0,4.6146875,4.666666666666667,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-qDkUB0GgYY/6.mp4
-uywlfIYOS8$_$4,-uywlfIYOS8,4,"And then from a brand point of view, we need to make sure we're driving the relevant insight.",Positive,2,0.3333333432674408,18,False,0.9833333333333333,5.881125,6.033333333333333,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-uywlfIYOS8/4.mp4
-6rXp3zJ3kc$_$8,-6rXp3zJ3kc,8,Many people are not until they get to be a older age and they realize that gosh they wasted a lot of time and money in placing bets on stock that's ultimately lost value.,Negative,0,-1.0,34,False,0.9609375,12.738,12.8,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-6rXp3zJ3kc/8.mp4
-9y-fZ3swSY$_$0,-9y-fZ3swSY,0,"is, you can say, hey I really like baby skin, they are so soft, they don’t have any hair on their face",Positive,2,1.0,22,False,0.0,6.7570625,6.8999999999999995,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-9y-fZ3swSY/0.mp4
-9y-fZ3swSY$_$4,-9y-fZ3swSY,4,I’ve seen this in US or in the US,Neutral,1,0.0,9,False,0.03571428571428571,2.6648125,2.8,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-9y-fZ3swSY/4.mp4
-9y-fZ3swSY$_$8,-9y-fZ3swSY,8,That’s a more decent and more polite way to call a lady,Positive,2,1.6666666269302368,12,False,0.0,4.9170625,4.966666666666667,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-9y-fZ3swSY/8.mp4
-AUZQgSxyPQ$_$2,-AUZQgSxyPQ,2,"The perfect soul mate to the Clarisonic Spot Therapy Brush, this gentle, Ph balanced and hydrating exfoliant containing jojoba and acai fruit oils and bamboo and prickly bear extracts deliver intense healing, while smooth granules buff away dead, dry skin cells.",Positive,2,0.6666666865348816,41,False,1.0,22.4045625,22.5,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-AUZQgSxyPQ/2.mp4
-HeZS2-Prhc$_$2,-HeZS2-Prhc,2,The August jobs report is out and it was seen overall as solid but not great.,Positive,2,0.6666666865348816,16,False,0.8072289156626506,8.150875,8.233333333333333,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-HeZS2-Prhc/2.mp4
-MeTTeMJBNc$_$0,-MeTTeMJBNc,0,"Okay, what happens at this point after we've taken this brief walk down memory lane, is the presentation of the gift.",Positive,2,0.3333333432674408,21,False,0.9042553191489362,9.218375,9.333333333333334,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-MeTTeMJBNc/0.mp4
-MeTTeMJBNc$_$13,-MeTTeMJBNc,13,"It just needs to be a simple statement, and then you present the gift.",Positive,2,0.3333333432674408,14,False,0.9444444444444444,5.2555625,5.3999999999999995,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-MeTTeMJBNc/13.mp4
-MeTTeMJBNc$_$7,-MeTTeMJBNc,7,"Maybe you could find a picture of the couple from their wedding or sometime in their life, or maybe even a current picture and have it put in a beautiful frame.",Positive,2,1.3333333730697632,31,False,0.8666666666666667,10.411375,10.5,data/raw/extracted/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-MeTTeMJBNc/7.mp4
